appid,name,developer_id,developer_name,rate,rate_num,supplier,size,genre,compatibility,language,age,copyright,price
6446820691,亲邻管家,976712476,深圳市亲邻科技有限公司,4.5,2,"Shenzhen Qinlin Technology Co., Ltd.",31 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 深圳市亲邻科技有限公司,免费
1057082209,职行力——新一代企业培训平台,1057082208,厦门职行力信息科技有限公司,4.9,5.1万,"Xiamen Executive Infomation Technology Co., Ltd.",449.9 MB,商务,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,加泰罗尼亚文， 德文， 意大利文， 法文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 越南文,17+，无限制网页访问,免费,"6虚拟币
¥8.00


388虚拟币
¥398.00


998虚拟币
¥998.00


208虚拟币
¥198.00


88虚拟币
¥88.00


68虚拟币
¥68.00"
1167372053,天天小读——每天给阅读留出10分钟,663678163,"Hangzhou Fengread Network Technology Co., Ltd.",4.3,6,"Hangzhou Fengread Network Technology Co., Ltd.",99.1 MB,报刊杂志,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 杭州锋阅网络科技有限公司,免费
6443965079,灵境 - Ai画家,1535442096,"Beijing Knowledge Burning Education Technology Co., Ltd.",1.4,359,"Beijing Knowledge Burning Education Technology Co., Ltd.",42.5 MB,图形和设计,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"永久会员
¥198.00


按季续订
¥98.00


按年续订
¥168.00"
515572395,myGQ - 智趣男人的生活良伴,433388081,Conde Nast Digital China,4.3,148,Conde Nast Digital China,51.8 MB,生活,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的成人或性暗示题材，无限制网页访问，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的色情内容或裸露,© Condé Nast China,免费
1533948031,全民悦动,1528673108,甜 周,3.1,68,甜 周,50.4 MB,健康健美,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问,© 2020SRE016915,免费
585223877,潮汐在身边,579300323,"Shelter Island Mapping Company, LLC",4.8,"2,300","Shelter Island Mapping Company, LLC",57.1 MB,天气,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 博克马尔文挪威文， 德文， 意大利文， 日文， 法文， 简体中文， 繁体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 韩文,4+,"© 2022 Shelter Island Mapping Company, LLC",免费
547436543,My Disney Experience,284888248,Disney,4.8,"4,291","Disney Electronic Content, Inc.",533.1 MB,旅游,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。,英文,4+,© 2015 Disney,"免费One Day Memory Maker，¥498.00，，，30 Day Memory Maker，¥1,298.00，，，Mural of Memories，¥68.00"
1605617317,YYeTs人人影视字幕组 - 欧美剧追剧助手,1202141649,北京靠谱花网络科技有限公司,3.1,129,Beijing Kaopuhua Network Technology Co. Ltd.,8.2 MB,娱乐,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© YYeTs,免费
510623322,离线地图、GPS导航：MAPS.ME,1539932298,MAPS.ME (CYPRUS) LIMITED,4.8,"3,120",MAPS.ME (CYPRUS) LIMITED,295.6 MB,旅游,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。,丹麦文， 乌克兰文， 俄文， 匈牙利文， 博克马尔文挪威文， 印地文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文,4+,© MAPS.ME (CYPRUS) LTD,免费年度广告关闭，¥18.00，，，Weekly Ads Removal，¥7.00，，，Yearly Guides Subscription，¥163.00，，，Yearly Ads Removal，¥20.00，，，月度广告关闭，¥11.00，，，Yearly Ads Removal，¥20.00，，，Monthly Guides Subscription，¥58.00，，，Monthly City Subscription，¥35.00
1484906714,得力相印宝,1063630776,"Deli Group Co., Ltd.",3.8,710,"Deli Group Co., Ltd.",162.8 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 泰文， 简体中文， 英文， 越南文， 韩文,9+，偶尔/轻微的卡通或幻想暴力,"© 2019 Deli Group Co., Ltd.",免费
687625208,iHour · 时间投资计划 - 专注计时大师,364264742,iDaily Corp.,4.9,3万,iDaily Corp.,312.8 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"iHour Pro · 月度会员
¥3.00


iHour Pro · 高级会员
¥30.00


咖啡
¥22.00


银币
¥38.00


金币
¥98.00


给所有人买咖啡
¥198.00"
6450640755,新零售 卖家微商城开店技术服务平台,1687060517,艾雅文化实业,-1,0,"Nanjing Aiya Culture Industry Co., Ltd.",76.7 MB,软件开发工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 2022艾蒂娜科技,免费
1188191652,新浪小炮-足球篮球预测比分直播,1188191651,北京新浪彩通网络技术有限公司,3.8,271,"Beijing Sina CaiTong Network Technology Co.,Ltd.",71.7 MB,体育,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文,17+，赌博，频繁/强烈的竞赛，频繁/强烈的模拟赌博,免费,"小炮188元充值卡
¥188.00


小炮588元充值卡
¥588.00


小炮898元充值卡
¥898.00


小炮588元充值卡
¥588.00


小炮1998元充值卡1556炮弹
¥1,998.00


小炮898元充值卡
¥898.00


小炮1998元充值卡
¥1,998.00


小炮4998元充值卡4346炮弹
¥4,998.00


小炮3998元充值卡3256炮弹
¥3,998.00


小炮4998元充值卡
¥4,998.00"
1473911984,建行学习,391965018,中国建设银行,3.2,126,China Construction Bank,205.8 MB,教育,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 版权所有中国建设银行,免费
1098190972,天星金融（原小米金融）,377175754,"Beijing Xiaomi Co., Ltd",4.9,12万,"Beijing Xiaomi Co., Ltd",98.2 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,17+，偶尔/轻微的模拟赌博，赌博，频繁/强烈的竞赛,"© Beijing Xiaomi Co., Ltd",免费
6448982270,AI Builder,1675130920,Tristan Newton,4.0,72,Tristan Newton,66.6 MB,生活,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+,© 2023 AI Builder,免费
1131121104,杭州地铁-官方APP,1280263338,杭州市公共交通云科技股份有限公司,1.7,498,"Hangzhou Public Transport Cloud Technology Co., Ltd.",108.7 MB,生活,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,4+,© 2015-2016 DtDream Inc,免费
1021435128,大家中医 - 助力中医师随时随地看好病,1021435127,大家中医,4.4,494,"Shanghai Baopu Information Technology Co., Ltd.",193.3 MB,医疗,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,简体中文,12+，偶尔/轻微的医药或医疗信息,免费,"6大家米
¥8.00


488大家米
¥498.00


45大家米
¥48.00


黄煌抄方精选
¥498.00


198大家米
¥198.00


史欣德
¥498.00


1298大家米
¥1,298.00


冯献周抄方精选
¥498.00


肖相如抄方精选
¥498.00


贾海忠抄方精选
¥498.00"
6445992955,天空晴朗-多样图片滤镜,1665862697,丽琼 汤,4.0,115,丽琼 汤,37.2 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"高级月会员
¥12.00


高级年会员
¥128.00"
1207695379,伴生活,1207695378,"Shenzhen Banshenghuo Technology Co.,Ltd",2.2,359,"Shenzhen Banshenghuo Technology Co.,Ltd",141.3 MB,生活,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,简体中文， 繁体中文， 英文,17+，无限制网页访问,"© 2016 Shenzhen Banshenghuo Technology Co.,Ltd",免费
1205865478,追读小说-全本热门小说大全,1205865477,"Shenzhen IReader Comics Technology Co., Ltd.",4.7,"3,833","Shenzhen IReader Comics Technology Co., Ltd.",123.7 MB,图书,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,17+，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的成人或性暗示题材，无限制网页访问，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的模拟赌博，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的医药或医疗信息，偶尔/轻微的现实暴力,免费,"1个月自动续订会员
¥15.00


1个月会员
¥18.00


1年自动续订会员
¥98.00


3个月会员
¥50.00


1年会员
¥128.00"
952685843,宝宝记-美柚出品，原柚宝宝孕育,874235794,美柚信息科技有限公司,4.9,10.1万,"Meetyou Information Technology Co., Ltd.",307.3 MB,健康健美,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,4+,免费,"1柚豆
¥8.00


30柚豆
¥38.00


付费套餐18柚豆
¥22.00


12柚豆
¥15.00


40柚豆
¥38.00


25柚豆
¥28.00


6柚豆
¥8.00


68柚豆
¥68.00


73柚豆
¥78.00


50柚豆
¥58.00"
1461067674,如祺司机端,1461067673,广州祺宸科技有限公司,1.7,625,Guangzhou Qichen Technology Co. Ltd,121.1 MB,旅游,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文， 英文,4+,© 2019 广州祺宸科技有限公司,免费
549039908,Termius- Terminal & SSH client,549040051,Termius Corporation,4.8,1.1万,Termius Corporation,405.7 MB,软件开发工具,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。,英文,4+,© Termius Corporation,免费Termius Pro Monthly，¥38.00，，，Termius Pro Annual，¥398.00，，，Termius Pro Monthly，¥38.00，，，Termius Pro Annual，¥398.00
1412667195,羊毛省钱-网购隐藏优惠券搜索工具,874235794,美柚信息科技有限公司,4.9,4.4万,"Meetyou Information Technology Co., Ltd.",77 MB,购物,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,12+，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的医药或医疗信息,© 美柚,免费
942636206,Origami Live,284882218,"Meta Platforms, Inc.",4.7,9,"Meta Platforms, Inc.",136.9 MB,效率,iPhone设备需装有iOS13.4或更高版本。iPad设备需装有iPadOS13.4或更高版本。iPod touch设备需装有iOS13.4或更高版本。,英文,4+,© 2022 Meta,免费
1480655421,缘来客-同城恋爱约会交友,1480655420,Hangzhou langmai network technology co. LTD,4.0,"2,498","Hangzhou langmai network technology co., LTD",376 MB,社交,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,德文， 日文， 简体中文， 英文， 西班牙文,17+，频繁/强烈的成人或性暗示题材,免费,"获取25金豆
¥12.00


获得24金豆（首冲特惠）
¥6.00


获得50金豆
¥28.00


获得167金豆
¥98.00


一个月青铜会员
¥198.00


获得116金豆
¥68.00


一个月皇冠会员
¥68.00


348金豆（多送12金豆）【热销】
¥198.00


一年钻石会员
¥498.00


三个月白银会员
¥298.00"
1574121181,得力e+家庭版,1063630776,"Deli Group Co., Ltd.",4.6,10,"Deli Group Co., Ltd.",199.4 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 乌克兰文， 乌兹别克文， 乌尔都文， 俄文， 保加利亚文， 克什米尔文， 克罗地亚文， 匈牙利文， 博克马尔文挪威文， 印地文， 印度尼西亚文， 哈萨克文， 土耳其文， 塞尔维亚文， 孟加拉文， 尼泊尔文， 希伯来文， 希腊文， 德文， 意大利文， 拉脱维亚文， 捷克文， 斯洛伐克文， 斯洛文尼亚文， 斯瓦希里文， 日文， 法文， 波兰文， 波斯尼亚文， 波斯文， 泰卢固文， 泰文， 泰米尔文， 爪哇文， 爱沙尼亚文， 瑞典文， 白俄罗斯文， 立陶宛文， 简体中文， 繁体中文， 维吾尔文， 缅甸文， 罗马尼亚文， 老挝语， 芬兰文， 英文， 荷兰文， 菲律宾文， 葡萄牙文， 蒙古文， 西班牙文， 豪萨文， 越南文， 金亚旺达文， 阿塞拜疆文， 阿拉伯文， 韩文， 马其顿文， 马拉地文， 马来文,4+,"© 2021 Deli Group Co., Ltd.",免费
972008495,LED 魔宝,730081045,Chuncheng Wang,2.5,429,Chuncheng Wang,58.9 MB,效率,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,"© Shanghai ZOEHOO Electronic Technology Co., Ltd.",免费
584808082,200应用程序中1 - AppBundle 2,340181308,RV AppStudios LLC,4.2,52,RV AppStudios LLC,216.3 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,英文,17+，偶尔/轻微的卡通或幻想暴力，无限制网页访问，偶尔/轻微的医药或医疗信息,免费,"Upgrade To Pro
¥38.00


Auto Detect & Lock
¥8.00


Save Game 
¥8.00


Extra Torch
¥8.00


Extra Time
¥8.00


1 Time Pause 
¥8.00


Combo Pack - Catch A Thief
¥22.00


50:50
¥8.00


3 Stop Powers
¥8.00


1 Time Memory Power Increase 
¥8.00"
777191669,Equalizer + 高清音乐播放器,452269707,MWM,4.0,130,MWM,36.8 MB,音乐,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 英文， 西班牙文， 阿拉伯文,4+,免费,"Weekly Premium Pass
¥53.00


Weekly premium pass
¥53.00


Full pack
¥68.00


Full pack
¥38.00


Annually Premium Pass
¥408.00


Monthly Premium Pass
¥68.00


Full Pack
¥28.00


Weekly Premium Pass
¥60.00


Bass Boost
¥22.00


Annual premium pass
¥278.00"
