appid,name,developer_id,developer_name,comm_count,recomm_count,screenshots_count,rate,rate_num,version,update_content,supplier,size,genre,compatibility,language,age,copyright,price
1643479223,交易猫-游戏交易,972930783,广州交易猫信息技术有限公司,0,6,0,1.9,226,版本 7.6.3,优化产品体验，修复bug,"Guangzhou Jiaoyimao Information Technology Co., Ltd.",48.6 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"骏网智充卡10元
¥13.00


天宏智汇卡10元
¥15.00


腾讯Q币充值50Q币
¥65.00


天宏智汇卡30元
¥45.00


天宏智汇卡20元
¥30.00


腾讯Q币充值200Q币
¥260.00


腾讯Q币充值100Q币
¥130.00


骏网智充卡30元
¥39.00


骏网智充卡20元
¥26.00"
1542742219,天气 ´,1182962440,Maxime Maheo,0,6,0,4.6,"2,107",版本 3.3.3,我们已经进行了改进并修复了错误，使您的体验更加完美。,Maxime Maheo,120.9 MB,天气,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。,丹麦文， 乌克兰文， 俄文， 匈牙利文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希伯来文， 德文， 意大利文， 日文， 法文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,免费,"天气 Pro+
¥68.00


天气 Pro+
¥88.00


天气 Pro+
¥198.00


天气 Pro+
¥58.00


天气 Pro+
¥22.00


天气 Pro+
¥15.00


天气 Pro+
¥148.00


天气 Pro+
¥228.00


天气 Pro+
¥38.00


天气 Pro+ (折扣)
¥98.00"
1625047243,考试宝-职业资格题库在线考试培训学习,1625047245,"Shanghai Juxue Network Co., Ltd.",0,7,0,4.8,1.8万,版本 3.5.3,1、智能解析优化，收藏题库支持智能解析；2、修复部分已知问题；,"Shanghai Juxue Network Co., Ltd.",70.1 MB,参考资料,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,12+，偶尔/轻微的医药或医疗信息,免费,"考试会员1个月
¥18.00


考试宝VIP连续包月
¥18.00


1元宝
¥1.00


超值VIP会员套餐
¥25.00


考试会员3个月
¥50.00


6元宝
¥6.00


人工导题服务3次
¥50.00


18元宝
¥18.00


30元宝
¥30.00


智能解析服务1次
¥36.00"
1585463501,江湖小说-热门爆款小说电子书阅读追更神器,1585463503,杭州掌读云科技有限公司,0,6,0,3.8,851,版本 1.9.0,【听书重大升级】 1.新增多种高品质语音2.听书时长仅听书时消耗，不再过期3.听书时长可积累4.优化听书的UI样式,Hangzhou Zhangduyun Co.Ltd.,105.6 MB,图书,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,12+，偶尔/轻微的现实暴力，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的惊悚或恐怖题材,免费,"30天VIP
¥22.00


60天VIP
¥38.00


7天VIP
¥8.00


180天VIP
¥68.00


12个月VIP
¥148.00


10天VIP
¥8.00


礼物打赏1
¥8.00


礼物打赏3
¥8.00


礼物打赏2
¥8.00


礼物打赏4
¥15.00"
1489944782,爱心率-心率检测、血压及血氧监测结果记录,1458102137,AIBY,0,12,0,4.7,"8,190",版本 2.42,更新时间！在新版本中：• 提供更多健康指标，并解释它们的重要性以及如何计算它们。• 详细了解心脏的功能以及它是如何与身体其他部位的相互作用的• 只需测量心率即可快速了解您的整体健康状况！ 感谢您的一路陪伴！请在 App Store 中分享您的评论，或将您的反馈发送至 support@aiby.mobi,AIBY Incorporated,113 MB,健康健美,iPhone设备需装有iOS14.5或更高版本。iPod touch设备需装有iOS14.5或更高版本。,俄文， 德文， 意大利文， 日文， 法文， 瑞典文， 简体中文， 繁体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 韩文,12+，偶尔/轻微的医药或医疗信息,免费,"InPulse 高级版
¥60.00


InPulse 高级版
¥35.00


Premium
¥60.00


Premium
¥48.00


InPulse Premium
¥198.00


InPulse 高级版
¥58.00


InPulse 高级版
¥373.00


InPulse 高级版
¥33.00


Premium
¥258.00


订阅1个月 - 高級功能
¥73.00"
1640653011,Mico 米克锁屏 - 小组件&壁纸,1531650570,"Guangzhou ZHIFENG Information Technology Co.,Ltd.",0,7,0,4.7,"7,892",版本 3.3.1,1.修复一些已知问题,"Guangzhou ZHIFENG Information Technology Co.,Ltd.",192.4 MB,图形和设计,iPhone设备需装有iOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 简体中文， 繁体中文， 英文， 西班牙文,4+,免费,"All functions - year
¥48.00


All functions - month
¥6.00


永久会员——永久解锁所有资源
¥68.00


All functions - year
¥48.00"
1356054761,印象笔记-你的第二大脑,1353336040,北京印象笔记科技有限公司,0,12,0,3.6,1.6万,版本 10.8.4,【脑图大纲布局优化】-思维导图优化了上下级节点间展示距离-大纲笔记优化了节点内行间距和页面布局【体验及性能优化】- 解决了部分已知问题并增强了App功能稳定性,"Beijing Yinxiang Biji Technologies Co., Ltd.",502.9 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,4+,免费,"印象笔记标准帐户按月订购
¥12.00


印象笔记高级帐户按月订购
¥18.00


印象笔记高级帐户按年订购
¥148.00


印象笔记专业帐户按月订阅
¥26.00


印象笔记专业帐户按年订阅
¥198.00


印象笔记标准帐户按年订购
¥98.00


印象笔记高级帐户按月订购
¥20.00


印象笔记高级帐户按年订阅
¥148.00


印象笔记专业帐户按月订阅
¥24.00


印象笔记高级帐户按年订购
¥168.00"
1338769645,小决定 - 选择困难症克星,1192587172,"Hangzhou Tangsuan Network Technology Co., Ltd.",0,9,0,4.8,9.5万,版本 2.20,* 增加了多种样式的硬币* 优化了本地化文案* 修复了将转盘拷贝为纯文本功能,"Hangzhou Tangsuan Network Technology Co., Ltd.",50.4 MB,娱乐,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 印地文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 拉脱维亚文， 捷克文， 日文， 法文， 波兰文， 简体中文， 繁体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文,4+,免费,"小决定 Pro
¥6.00


小决定Pro（永久）
¥68.00


小决定Pro
¥28.00"
1019060468,永安行,942879236,"Youon Technology Co., Ltd.",0,10,0,2.5,"5,761",版本 5.27,1.优化车辆编号开锁功能2.优化调整Y系列氢能自行车使用体验3.体验和性能优化提供自行车、电动车、汽车的共享出行服务,"Youon Technology Co., Ltd.",267.4 MB,旅游,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，频繁/强烈的竞赛，赌博,© 永安行科技股份有限公司,免费MEET-1个月会员，¥8.00，，，1次，¥8.00，，，10次，¥8.00，，，MEET-3个月会员，¥22.00，，，MEET-6个月会员，¥38.00，，，25次，¥22.00
1659609336,公众平台 微商助手,1465159475,"Adina Interactive Technology Co., Ltd.",0,12,0,5.0,1,版本 1.05,app细节优化,"Adina Interactive Technology Co., Ltd.",73.5 MB,软件开发工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 公众号助手,免费
1338646799,ABC Reading-RAZ原版独家授权绘本阅读全系列,492853498,Dr. Panda Ltd,0,12,0,4.5,2万,版本 6.1.4,夏日炎炎，注意防暑降温哦~【新增】新增背单词功能，绘本单词强化学习【优化】用户体验问题优化【活动】暑期特惠：限时买2年送12个月！,Dr. Panda Ltd,383.1 MB,教育,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"一年使用权限
¥388.00


2年超级会员
¥588.00


连续包月订阅VIP
¥48.00


VIP Level 年卡
¥128.00


SVIP双年卡
¥898.00


连续包年会员
¥388.00


VIP学霸升级包
¥348.00


SVIP年卡
¥618.00


SVIP双年卡
¥898.00"
543465749,六只脚 — 旅行户外出行轨迹规划大师,1485829241,北京更嗨科技有限公司,0,7,0,4.4,"1,455",版本 4.202.13,1.bug修复,"Beijing Genghai Technology Co., Ltd.",143.7 MB,体育,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© Lvye LLC.,免费
1642438934,互乐邦,1642347840,浩力 白,0,6,0,2.9,499,版本 1.1,修复已知bug,浩力 白,22.4 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,17+，偶尔/轻微的卡通或幻想暴力，无限制网页访问，偶尔/轻微的现实暴力,© 2022,免费
634896669,美柚-月经期备孕怀孕育儿女生助手,874235794,美柚信息科技有限公司,0,10,0,4.8,206万,版本 8.59.0,优化了用户体验,"Meetyou Information Technology Co., Ltd.",442.8 MB,健康健美,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,4+,免费,"6元
¥8.00


1元
¥8.00


12元
¥15.00


30柚豆
¥38.00


12柚豆
¥15.00


30元
¥38.00


18柚豆
¥22.00


40柚豆
¥38.00


1柚豆
¥8.00


25柚豆
¥28.00"
668533031,洋码头-全球海淘购物&优选折扣大牌奢侈品美妆,668533034,Ymatou.com,0,7,0,4.9,43.5万,版本 6.8.88,本次更新：部分商品支持先用后付，确认收货后付款,YMT GLOBAL,279.1 MB,购物,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© www.ymatou.com,免费
1662083381,口袋计步,1650360379,珊珊 杜,0,7,0,4.0,"1,515",版本 3.0.6,更新推送配置，优化触达用户的渠道,珊珊 杜,98.9 MB,健康健美,iPhone设备需装有iOS13.3或更高版本。iPod touch设备需装有iOS13.3或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© Dushanshan 2022 Acme Inc.,免费
494813494,花瓣 - 陪你做生活的设计师,1603594362,"Gaoding (Xiamen) Information Service Co., Ltd",0,6,0,4.1,1.1万,版本 4.6.7,-修复已知问题-新增消息通知,"Gaoding Xiamen Information Service Co., Ltd",95.5 MB,图形和设计,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,17+，频繁/强烈的色情内容或裸露,© Widgetstar Inc.,免费
456933691,CAD看图王-DWG快速看图，天正绘图施工图文档，PDF转换,456933697,"Gstarsoft Co., Ltd",0,9,0,4.4,1.9万,版本 5.4.2,1、修复已知问题。此前更新：1、编辑图纸时不限制选择对象的数量；2、项目内成员可随时收到项目内图纸变更通知；3、优化压缩包解压功能。,"Gstarsoft Co., Ltd",361.5 MB,效率,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,俄文， 匈牙利文， 土耳其文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 越南文， 韩文,4+,免费,"1 个月
¥24.00


12个月
¥213.00


1个月
¥38.00


12个月
¥298.00"
750829891,掌上同济,1439036181,华中科技大学同济医学院附属同济医院,0,8,0,2.4,302,版本 4.3.6,优化门诊缴费记录查询和住院充值记录查询,"Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology",48.7 MB,医疗,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 华中科技大学同济医学院附属同济医院,免费
1607434573,贴贴—霸占TA的屏幕,1390446695,"Hainan Miaoka Network Technology Co., Ltd.",0,10,0,4.8,23.7万,版本 2.0.10,修复已知问题，并提升APP性能，请你保持更新，以获得最佳体验。,"Hainan Miaoka Network Technology Co., Ltd.",90.3 MB,工具,iPhone设备需装有iOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。,简体中文， 英文,4+,© 2022 海南喵咖网络科技有限公司,免费
1101848914,FlipaClip- 2 维动漫工作室！先绘画、再做成动漫,842563779,Visual Blasters LLC,0,7,0,4.4,"4,653",版本 2.6.0,"- Introducing 5 new brushes to enhance your creative experience!- Now, enjoy the freedom to erase with all brushes, making editing a breeze.- Try out the new layer pixel effect feature to give your drawings a pixelated charm.- Updated and cleaner-looking brush picker screen.- Fixed some crashes seen when coming back to the app from the background.- Improved Apple Pencil double-tap behaviors.- Fixed selector UI component missing color and alignment.- Fixed common button losing UI style and color.- Improved home screen accessibility.- The DE1 option has been removed.- Improved slider button behavior.","Visual Blasters, LLC",145 MB,图形和设计,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 印度尼西亚文， 德文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,4+,免费,"FlipaClip Plus
¥198.00


FlipaClip Plus
¥38.00


FlipaClip Plus
¥228.00


FlipaClip Plus
¥48.00"
1578697046,YoYa- Busy Life World,1576329884,YoYa Games Ltd,0,0,0,4.4,7.6万,版本 3.6,欢迎来到全新的甜品店场景！各式各样的美味甜点，精致的蛋糕，招牌冰淇淋，沉浸在甜蜜的氛围中，尽情享受美食的乐趣。还有惊喜折扣活动，请记得打开自动更新哦。,"guiyang tuolu Technology Co., Ltd.",856.5 MB,教育,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+（为，6–8，岁儿童设计）,免费,"Hospital
¥38.00


School
¥38.00


露营地
¥8.00


Dessert Shop
¥8.00


Modern Villa
¥28.00


Fantasy Castle
¥38.00


More Characters
¥38.00


Baby Spa Center
¥15.00


豪华游轮
¥38.00


剧院
¥28.00"
